,industry_code,product_code,product_name,item
3139,335---,335---,Electrical equipment  and appliance mfg,PCU335---335---
3140,3351--,3351--,Electric lighting equipment mfg,PCU3351--3351--
3141,33511-,33511-,Electric lamp bulb & part mfg,PCU33511-33511-
3142,335110,335110,Electric lamp bulb and part mfg,PCU335110335110
3143,335110,3351105,Electric lamp bulbs and tubes (including sealed beam lamp bulbs),PCU3351103351105
3144,335110,335110M,Miscellaneous receipts,PCU335110335110M
3145,335110,335110P,Primary products,PCU335110335110P
3146,335110,335110S,Secondary products,PCU335110335110S
3147,335110,335110SS,Secondary products,PCU335110335110SS
3148,33512-,33512-,Lighting fixture mfg,PCU33512-33512-
3149,335121,335121,Residential electric lighting fixture mfg,PCU335121335121
3150,335121,3351211,"Residential-type electric lighting fixtures (except portable), including parts and accessories",PCU3351213351211
3151,335121,3351214,"Residential-type portable lighting fixtures, including parts and accessories",PCU3351213351214
3152,335121,335121M,Miscellaneous receipts,PCU335121335121M
3153,335121,335121P,Primary products,PCU335121335121P
3154,335121,335121S,Secondary products,PCU335121335121S
3155,335122,335122,Nonresidential electric lighting fixture mfg,PCU335122335122
3156,335122,3351221,"Commercial and institutional-type electric lighting fixtures, including parts and accessories",PCU3351223351221
3157,335122,3351225,"Industrial-type electric lighting fixtures, including parts and accessories",PCU3351223351225
3158,335122,335122M1,Miscellaneous receipts,PCU335122335122M1
3159,335122,335122P,Primary products,PCU335122335122P
3160,335122,335122S,Secondary products,PCU335122335122S
3161,335122,335122SS,Secondary products,PCU335122335122SS
3162,335129,335129,Other lighting equipment mfg,PCU335129335129
3163,335129,3351291,Outdoor lighting equipment (including parts and accessories),PCU3351293351291
3164,335129,3351294,"All other miscellaneous electric and nonelectric lighting equipment, incl parts and accessories",PCU3351293351294
3165,335129,335129M,Miscellaneous receipts,PCU335129335129M
3166,335129,335129MM,Miscellaneous receipts,PCU335129335129MM
3167,335129,335129P,Primary products,PCU335129335129P
3168,335129,335129S,Secondary products,PCU335129335129S
3169,335129,335129SM,Secondary products and miscellaneous receipts,PCU335129335129SM
3170,335129,335129SS,Secondary products,PCU335129335129SS
3171,3352--,3352--,Household appliance mfg,PCU3352--3352--
3172,33521-,33521-,Small electrical appliance mfg,PCU33521-33521-
3173,335210,335210,Small electrical appliance mfg,PCU335210335210
3174,335210,3352103,"Electric fans, except industrial-type",PCU3352103352103
3175,335210,3352104,"Small electric household appliances, except fans and wall and baseboard heating units",PCU3352103352104
3176,335210,3352105,"Parts and attachments for small household electric appliance, including fans",PCU3352103352105
3177,335210,3352106,"Household vacuum cleaners, floor waxing,floor polishing machines and parts",PCU3352103352106
3178,335210,335210M,Miscellaneous receipts,PCU335210335210M
3179,335210,335210P,Primary products,PCU335210335210P
3180,335210,335210S,Secondary products,PCU335210335210S
3181,33522-,33522-,Major household appliance mfg,PCU33522-33522-
3182,335220,335220,Major household appliance mfg,PCU335220335220
3183,335220,3352201,Household cooking appliances,PCU3352203352201
3184,335220,33522011,"Electric household ranges, ovens (including microwave), surface cooking units, and equipment",PCU33522033522011
3185,335220,33522013,"Gas household ranges, ovens, surface cooking units, and equipment (incl. parts and accessories)",PCU33522033522013
3186,335220,33522015,"Other household ranges and cooking equipment, including outdoor equipment",PCU33522033522015
3187,335220,3352202,Household refrigerators and home freezers,PCU3352203352202
3188,335220,33522021,"Household refrigerators, including combination refrigerator-freezers",PCU33522033522021
3189,335220,33522022,"Household food freezers, complete units",PCU33522033522022
3190,335220,33522023,Parts and attachments for household refrigerators and freezers,PCU33522033522023
3191,335220,3352204,Household laundry equipment and parts,PCU3352203352204
3192,335220,3352208,Other major household appliances,PCU3352203352208
3193,335220,33522081,"Household water heaters, electric, for permanent installation",PCU33522033522081
3194,335220,33522083,"Household water heaters, excluding electric",PCU33522033522083
3195,335220,33522085,"All other miscellaneous household appliances and parts, excluding room air-conditioners",PCU33522033522085
3196,335220,335220M,Miscellaneous receipts,PCU335220335220M
3197,335220,335220P,Primary products,PCU335220335220P
3198,335220,335220S,Secondary products,PCU335220335220S
3199,3353--,3353--,Electrical equipment mfg,PCU3353--3353--
3200,33531-,33531-,Electrical equipment mfg,PCU33531-33531-
3201,335311,335311,Electric power and specialty transformer mfg,PCU335311335311
3202,335311,3353111,"Power and distribution transformers, except parts",PCU3353113353111
3203,335311,335311C,"Specialty transformers, except fluorescent lamp ballasts",PCU335311335311C
3204,335311,335311G,"Commercial, institutional and industrial general-purpose transformers, all voltages",PCU335311335311G
3205,335311,335311H,"Power regulators, boosters, and other transformers and parts for all transformers",PCU335311335311H
3206,335311,335311M,Miscellaneous receipts,PCU335311335311M
3207,335311,335311MM,Miscellaneous receipts,PCU335311335311MM
3208,335311,335311P,Primary products,PCU335311335311P
3209,335312,335312,Motor and generator mfg,PCU335312335312
3210,335312,3353121,Fractional horsepower motors (rated at less than 746 watts) (except hermetics),PCU3353123353121
3211,335312,3353123,Integral horsepower motors & generators other than for land transport equipment (exc hermetics),PCU3353123353123
3212,335312,335312C,"Parts, supplies for motors, generators, generator sets, and other rotating equipment",PCU335312335312C
3213,335312,335312F,Other motors and generators n.e.c.,PCU335312335312F
3214,335312,335312M,Miscellaneous receipts,PCU335312335312M
3215,335312,335312P,Primary products,PCU335312335312P
3216,335312,335312S,Secondary products,PCU335312335312S
3217,335312,335312SS,Secondary products,PCU335312335312SS
3218,335313,335313,Switchgear and switchboard apparatus mfg,PCU335313335313
3219,335313,3353133,"Low voltage panelboards and distribution boards, 1000 volts or less",PCU3353133353133
3220,335313,3353139,"Ducts, including plug-in units and accessories, 1000 volts or less",PCU3353133353139
3221,335313,335313A,"Switchgear, excluding ducts and relays",PCU335313335313A
3222,335313,335313P,Primary products,PCU335313335313P
3223,335314,335314,Relay and industrial control mfg,PCU335314335314
3224,335314,3353141,"Relays for electronic circuitry, industrial control overload and switchgear type",PCU3353143353141
3225,335314,3353147,Parts for industrial controls and motor-control accessories,PCU3353143353147
3226,335314,335314C,Specific-purpose industrial controls,PCU335314335314C
3227,335314,335314F,General-purpose industrial controls,PCU335314335314F
3228,335314,335314M,Miscellaneous receipts,PCU335314335314M
3229,335314,335314P,Primary products,PCU335314335314P
3230,3359--,3359--,Other electrical equipment & component mfg,PCU3359--3359--
3231,33591-,33591-,Battery mfg,PCU33591-33591-
3232,335911,335911,Storage battery mfg,PCU335911335911
3233,335911,3359111,"Storage batteries, lead acid type, BCI dimensional size group 8D or smaller",PCU3359113359111
3234,335911,3359114,"Storage batteries, lead acid type, larger than BCI dimensional size group 8D",PCU3359113359114
3235,335911,3359118,Storage batteries (excluding lead acid),PCU3359113359118
3236,335911,335911M,Miscellaneous receipts,PCU335911335911M
3237,335911,335911MM,Miscellaneous receipts,PCU335911335911MM
3238,335911,335911P,Primary products,PCU335911335911P
3239,335911,335911S,Secondary products,PCU335911335911S
3240,335912,335912,Primary battery mfg,PCU335912335912
3241,335912,3359120,Primary batteries,PCU3359123359120
3242,335912,335912P,Primary products,PCU335912335912P
3243,33592-,33592-,Communication & energy wire & cable mfg,PCU33592-33592-
3244,335921,335921,Fiber optic cable mfg,PCU335921335921
3245,335921,3359210,"Fiber optic cable, made from purchased fiber optic strand",PCU3359213359210
3246,335921,335921P,Primary products,PCU335921335921P
3247,335929,335929,Other communication and energy wire mfg,PCU335929335929
3248,335929,3359291,"Power wire and cable, made from nonferrous metals (purchased wire)",PCU3359293359291
3249,335929,335929A,"Electronic wire and cable, made of nonferrous metals (purchased wire)",PCU335929335929A
3250,335929,335929B,"Telecommunication wire and cable, made of nonferrous metals (purchased wire)",PCU335929335929B
3251,335929,335929D,"Building wire and cable, made of nonferrous metals (purchased wire)",PCU335929335929D
3252,335929,335929F,"Other insulated wire & cable, incl control & signal, made of nonferrous metals (purchased wire)",PCU335929335929F
3253,335929,335929P,Primary products,PCU335929335929P
3254,335929,335929S,Secondary products,PCU335929335929S
3255,33593-,33593-,Wiring device mfg,PCU33593-33593-
3256,335931,335931,Current-carrying wiring device mfg,PCU335931335931
3257,335931,3359311,Current-carrying switches for electrical circuitry (including vehicular switches),PCU3359313359311
3258,335931,3359319,Current-carrying wire connectors for electrical circuitry,PCU3359313359319
3259,335931,335931A,Current-carrying wiring devices n.e.c.,PCU335931335931A
3260,335931,335931M,Miscellaneous receipts,PCU335931335931M
3261,335931,335931P,Primary products,PCU335931335931P
3262,335931,335931S,Secondary products,PCU335931335931S
3263,335932,335932,Noncurrent-carrying wiring device mfg,PCU335932335932
3264,335932,3359321,Noncurrent-carrying pole and transmission line hardware,PCU3359323359321
3265,335932,3359324,"Noncurrent-carrying electrical conduit and conduit fittings, incl. plastic conduit & fittings",PCU3359323359324
3266,335932,3359326,"Other noncurrent-carrying wiring devices and supplies (boxes,covers, bar hangers, etc.)",PCU3359323359326
3267,335932,335932M,Miscellaneous receipts,PCU335932335932M
3268,335932,335932P,Primary products,PCU335932335932P
3269,335932,335932S,Secondary products,PCU335932335932S
3270,33599-,33599-,All other electrical equipment & component mfg,PCU33599-33599-
3271,335991,335991,Carbon and graphite product mfg,PCU335991335991
3272,335991,3359911,Carbon and graphite electrodes for electric furnaces and electrolytic cell use,PCU3359913359911
3273,335991,3359913,All other carbon and graphite products,PCU3359913359913
3274,335991,335991M,Miscellaneous receipts,PCU335991335991M
3275,335991,335991P,Primary products,PCU335991335991P
3276,335991,335991S,Secondary products,PCU335991335991S
3277,335991,335991SS,Secondary products,PCU335991335991SS
3278,335999,335999,Miscellaneous electrical equipment mfg,PCU335999335999
3279,335999,3359993,Rectifying apparatus,PCU3359993359993
3280,335999,3359994,All miscellaneous electrical equipment except rectifying apparatus,PCU3359993359994
3281,335999,3359996Z,Other electrical equipment for industrial use (except for electronic circuitry),PCU3359993359996Z
3282,335999,335999AY,Ultrasonic equipment (except medical and dental),PCU335999335999AY
3283,335999,335999BY,"Apparatus wire, cord, & cord sets, made from purchased insulated wire",PCU335999335999BY
3284,335999,335999EZ,All other miscellaneous electrical equipment and components (except for industrial use),PCU335999335999EZ
3285,335999,335999FZ,All other miscellaneous electronic systems and equipment,PCU335999335999FZ
3286,335999,335999M,Miscellaneous receipts,PCU335999335999M
3287,335999,335999P,Primary products,PCU335999335999P
3288,335999,335999S,Secondary products,PCU335999335999S
3289,336---,336---,Transportation equipment manufacturing,PCU336---336---
3290,3361--,3361--,Motor vehicle manufacturing,PCU3361--3361--
3291,33611-,33611-,Automobile and light truck manufacturing,PCU33611-33611-
3292,336110,336110,"Automobile, light truck and utility vehicle mfg",PCU336110336110
3293,336110,3361101,Passenger cars and chassis,PCU3361103361101
3294,336110,3361102,"Trucks, truck tractors, & bus chassis 14,000 lb or less, incl. minivans & suvs",PCU3361103361102
3295,336110,336110P,Primary products,PCU336110336110P
3296,336110,336110S,Secondary products,PCU336110336110S
3297,33612-,33612-,Heavy duty truck manufacturing,PCU33612-33612-
3298,336120,336120,Heavy duty truck mfg,PCU336120336120
3299,336120,3361201,"Trucks, truck tractors, and bus chassis (chassis of own manufacture) 14,001 to 33,000 lbs",PCU3361203361201
3300,336120,3361202,"Trucks, truck tractors, and bus chassis (chassis of own manufacture) 33,001 lbs or more",PCU3361203361202
